titre,console,note_testeur,nom_testeur,statut_testeur,year,date_test,note_lecteur,nombre_testeur,url
The Binding of Isaac,PC,16,SentryDown,Journaliste jeuxvideo.com,2012,12 juin 2012 à 14:28:24,18.1,64,https://jeuxvideo.com/articles/0001/00017228-the-binding-of-isaac-wrath-of-the-lamb-test.htm
Game of Thrones,360,12,Logan,Journaliste jeuxvideo.com,2012,11 juin 2012 à 17:36:19,14.6,70,https://jeuxvideo.com/articles/0001/00017187-game-of-thrones-le-trone-de-fer-test.htm
Rayman Origins,3DS,15,hiro,Journaliste jeuxvideo.com,2012,11 juin 2012 à 17:00:57,14,90,https://jeuxvideo.com/articles/0001/00017185-rayman-origins-test.htm
Virtua Fighter 5 Final Showdown,PS3,15,dharn,Journaliste jeuxvideo.com,2012,11 juin 2012 à 16:45:36,16,52,https://jeuxvideo.com/articles/0001/00017186-virtua-fighter-5-final-showdown-test.htm
Monster 4x4 3D,3DS,2,Lespol,Journaliste jeuxvideo.com,2012,11 juin 2012 à 16:13:26,1.1,7,https://jeuxvideo.com/articles/0001/00017184-monster-4x4-3d-test.htm
Tales of the Town,Web,15,Rroyd-Y,Journaliste jeuxvideo.com,2012,11 juin 2012 à 16:01:57,9.3,4,https://jeuxvideo.com/articles/0001/00017224-tales-of-the-town-test.htm
Game of Thrones,PS3,12,Logan,Journaliste jeuxvideo.com,2012,11 juin 2012 à 15:39:08,15,45,https://jeuxvideo.com/articles/0001/00017183-game-of-thrones-le-trone-de-fer-test.htm
Rune Factory Oceans,PS3,14,Romendil,Journaliste jeuxvideo.com,2012,11 juin 2012 à 15:26:46,16.6,27,https://jeuxvideo.com/articles/0001/00017167-rune-factory-oceans-test.htm
Game of Thrones,PC,12,Logan,Journaliste jeuxvideo.com,2012,11 juin 2012 à 14:52:45,15.6,183,https://jeuxvideo.com/articles/0001/00017182-game-of-thrones-le-trone-de-fer-test.htm
Jetpack Joyride,iOS,17,jefa57,Journaliste jeuxvideo.com,2012,08 juin 2012 à 18:25:02,16.8,208,https://jeuxvideo.com/articles/0001/00017213-jetpack-joyride-test.htm
Canabalt HD,Android,10,SentryDown,Journaliste jeuxvideo.com,2012,08 juin 2012 à 16:29:44,12.9,8,https://jeuxvideo.com/articles/0001/00017218-canabalt-hd-test.htm
Canabalt,iOS,10,SentryDown,Journaliste jeuxvideo.com,2012,08 juin 2012 à 16:29:44,15.8,11,https://jeuxvideo.com/articles/0001/00017200-canabalt-test.htm
Spider-Man (2000),N64,17,Skines,Journaliste jeuxvideo.com,2012,08 juin 2012 à 16:24:33,17.7,7,https://jeuxvideo.com/articles/0001/00017197-spider-man-test.htm
Pokémon Version Verte,GB,17,Rroyd-Y,Journaliste jeuxvideo.com,2012,08 juin 2012 à 16:22:23,17.4,45,https://jeuxvideo.com/articles/0001/00017208-pokemon-version-verte-test.htm
Siege Hero,iOS,16,Crunch,Journaliste jeuxvideo.com,2012,08 juin 2012 à 15:13:57,16.7,6,https://jeuxvideo.com/articles/0001/00017126-siege-hero-test.htm
Decap Attack,MD,14,nuktos,Journaliste jeuxvideo.com,2012,07 juin 2012 à 18:11:35,15.1,12,https://jeuxvideo.com/articles/0001/00017196-decap-attack-test.htm
Swordigo,iOS,17,Pseudo supprimé,,2012,06 juin 2012 à 15:48:21,18.7,13,https://jeuxvideo.com/articles/0001/00017189-swordigo-test.htm
Tales of the World Dice Adventure,Web,14,Rroyd-Y,Journaliste jeuxvideo.com,2012,06 juin 2012 à 14:51:09,14,1,https://jeuxvideo.com/articles/0001/00017188-tales-of-the-world-dice-adventure-test.htm
Atelier Meruru,PS3,14,Anagund,Journaliste jeuxvideo.com,2012,01 juin 2012 à 16:38:32,16.7,15,https://jeuxvideo.com/articles/0001/00017127-atelier-meruru-the-apprentice-of-arland-test.htm
Home Sweet Home (2008),PC,7,Wolphegon,Journaliste jeuxvideo.com,2012,01 juin 2012 à 16:37:57,,,https://jeuxvideo.com/articles/0001/00017276-home-sweet-home-test.htm
Max Payne 3,PC,18,Dinowan,Journaliste jeuxvideo.com,2012,01 juin 2012 à 15:38:42,15.3,625,https://jeuxvideo.com/articles/0001/00017125-max-payne-3-test.htm
Mad Riders,PC,12,Lespol,Journaliste jeuxvideo.com,2012,31 mai 2012 à 17:38:24,10,2,https://jeuxvideo.com/articles/0001/00017118-mad-riders-test.htm
Mad Riders,PS3,12,Lespol,Journaliste jeuxvideo.com,2012,31 mai 2012 à 17:38:24,11.5,4,https://jeuxvideo.com/articles/0001/00017117-mad-riders-test.htm
Command & Conquer Tiberium Alliances,Web,15,Lespol,Journaliste jeuxvideo.com,2012,31 mai 2012 à 16:42:25,14,59,https://jeuxvideo.com/articles/0001/00017115-command-conquer-tiberium-alliances-test.htm
Les Tuniques Bleues - Nord vs Sud,iOS,14,Jihem,Journaliste jeuxvideo.com,2012,31 mai 2012 à 09:00:37,14.7,9,https://jeuxvideo.com/articles/0001/00017109-les-tuniques-bleues-nord-vs-sud-test.htm
Summer Stars 2012,Wii,10,Logan,Journaliste jeuxvideo.com,2012,30 mai 2012 à 17:50:55,12.3,3,https://jeuxvideo.com/articles/0001/00017108-summer-stars-2012-test.htm
Summer Stars 2012,PS3,10,Logan,Journaliste jeuxvideo.com,2012,30 mai 2012 à 17:38:45,10.8,5,https://jeuxvideo.com/articles/0001/00017107-summer-stars-2012-test.htm
Summer Stars 2012,360,10,Logan,Journaliste jeuxvideo.com,2012,30 mai 2012 à 16:42:56,11,3,https://jeuxvideo.com/articles/0001/00017106-summer-stars-2012-test.htm
Mad Riders,360,12,Lespol,Journaliste jeuxvideo.com,2012,30 mai 2012 à 16:30:20,15.4,8,https://jeuxvideo.com/articles/0001/00017105-mad-riders-test.htm
Men in Black,PS3,7,Lena,Journaliste jeuxvideo.com,2012,29 mai 2012 à 16:23:05,6.4,21,https://jeuxvideo.com/articles/0001/00017096-men-in-black-alien-crisis-test.htm
Resistance,Vita,6,Dinowan,Journaliste jeuxvideo.com,2012,29 mai 2012 à 16:22:17,13.8,321,https://jeuxvideo.com/articles/0001/00017095-resistance-burning-skies-test.htm
N.O.V.A. 3,iOS,18,Jihem,Journaliste jeuxvideo.com,2012,29 mai 2012 à 14:03:46,16.6,47,https://jeuxvideo.com/articles/0001/00017092-n-o-v-a-3-test.htm
N.O.V.A. 3,Android,18,Jihem,Journaliste jeuxvideo.com,2012,29 mai 2012 à 09:32:15,16.9,15,https://jeuxvideo.com/articles/0001/00017933-n-o-v-a-3-test.htm
Joy Ride Turbo,360,13,Lespol,Journaliste jeuxvideo.com,2012,25 mai 2012 à 16:31:14,16.5,20,https://jeuxvideo.com/articles/0001/00017087-joy-ride-turbo-test.htm
Dragon's Dogma,360,14,Anagund,Journaliste jeuxvideo.com,2012,25 mai 2012 à 10:44:06,16.4,229,https://jeuxvideo.com/articles/0001/00017084-dragon-s-dogma-test.htm
Gravity Rush,Vita,18,miniblob,Journaliste jeuxvideo.com,2012,25 mai 2012 à 10:00:38,18,482,https://jeuxvideo.com/articles/0001/00017066-gravity-rush-test.htm
Akai Katana,360,16,miniblob,Journaliste jeuxvideo.com,2012,25 mai 2012 à 09:10:40,15.7,24,https://jeuxvideo.com/articles/0001/00017072-akai-katana-test.htm
Marvel vs. Capcom 2,iOS,7,dharn,Journaliste jeuxvideo.com,2012,24 mai 2012 à 17:40:52,8.7,14,https://jeuxvideo.com/articles/0001/00017082-marvel-vs-capcom-2-new-age-of-heroes-test.htm
Call of Duty,360,12,hiro,Journaliste jeuxvideo.com,2012,24 mai 2012 à 16:08:45,7.2,197,https://jeuxvideo.com/articles/0001/00017081-call-of-duty-modern-warfare-3-collection-2-test.htm
DiRT Showdown,PS3,15,Lespol,Journaliste jeuxvideo.com,2012,24 mai 2012 à 11:13:26,15,67,https://jeuxvideo.com/articles/0001/00017077-dirt-showdown-test.htm
DiRT Showdown,PC,15,Lespol,Journaliste jeuxvideo.com,2012,24 mai 2012 à 11:13:26,12.3,66,https://jeuxvideo.com/articles/0001/00017076-dirt-showdown-test.htm
DiRT Showdown,360,15,Lespol,Journaliste jeuxvideo.com,2012,24 mai 2012 à 10:59:09,13.8,54,https://jeuxvideo.com/articles/0001/00017025-dirt-showdown-test.htm
Mario Tennis Open,3DS,16,Romendil,Journaliste jeuxvideo.com,2012,23 mai 2012 à 16:53:08,15.4,290,https://jeuxvideo.com/articles/0001/00017071-mario-tennis-open-test.htm
Les Secrets du Titanic 1912 - 2012,DS,8,Lena,Journaliste jeuxvideo.com,2012,23 mai 2012 à 16:38:06,9.2,5,https://jeuxvideo.com/articles/0001/00017070-les-secrets-du-titanic-1912-2012-test.htm
LEGO Harry Potter,iOS,14,Jihem,Journaliste jeuxvideo.com,2012,23 mai 2012 à 13:52:11,12.3,6,https://jeuxvideo.com/articles/0001/00017036-lego-harry-potter-annees-5-a-7-test.htm
The Ratchet & Clank Trilogy,PS3,16,Rivaol,Journaliste jeuxvideo.com,2012,23 mai 2012 à 11:59:00,17.5,141,https://jeuxvideo.com/articles/0001/00017060-the-ratchet-clank-trilogy-test.htm
Modern Combat 3,iOS,16,Pseudo supprimé,,2012,22 mai 2012 à 19:11:15,16.8,58,https://jeuxvideo.com/articles/0001/00017098-modern-combat-3-fallen-nation-test.htm
Ghost Recon,360,17,Dinowan,Journaliste jeuxvideo.com,2012,22 mai 2012 à 17:59:38,16.7,238,https://jeuxvideo.com/articles/0001/00017061-ghost-recon-future-soldier-test.htm
Ghost Recon,PS3,17,Dinowan,Journaliste jeuxvideo.com,2012,22 mai 2012 à 17:49:25,16.5,203,https://jeuxvideo.com/articles/0001/00017065-ghost-recon-future-soldier-test.htm
Warlock,PC,13,pixelpirate,Journaliste jeuxvideo.com,2012,22 mai 2012 à 16:58:25,15.6,16,https://jeuxvideo.com/articles/0001/00017063-warlock-master-of-the-arcane-test.htm
The Legend of Heroes,PSP,17,Djidane01,Journaliste jeuxvideo.com,2012,22 mai 2012 à 16:00:06,17.8,19,https://jeuxvideo.com/articles/0001/00017088-the-legend-of-heroes-trails-in-the-sky-test.htm
Resident Evil,PC,12,la_redaction,Journaliste jeuxvideo.com,2012,22 mai 2012 à 10:10:40,10.4,86,https://jeuxvideo.com/articles/0001/00017050-resident-evil-operation-raccoon-city-test.htm
Sorcery,PS3,15,Lena,Journaliste jeuxvideo.com,2012,22 mai 2012 à 09:00:00,14.3,44,https://jeuxvideo.com/articles/0001/00017042-sorcery-test.htm
Sniper Elite V2,PC,14,Anagund,Journaliste jeuxvideo.com,2012,21 mai 2012 à 10:58:21,14.6,199,https://jeuxvideo.com/articles/0001/00017034-sniper-elite-v2-test.htm
Dragon's Dogma,PS3,14,Anagund,Journaliste jeuxvideo.com,2012,21 mai 2012 à 00:00:42,16.7,331,https://jeuxvideo.com/articles/0001/00017004-dragon-s-dogma-test.htm
Starhawk,PS3,15,miniblob,Journaliste jeuxvideo.com,2012,18 mai 2012 à 18:26:15,16.7,57,https://jeuxvideo.com/articles/0001/00017026-starhawk-test.htm
Sonic the Hedgehog 4,PC,14,pixelpirate,Journaliste jeuxvideo.com,2012,18 mai 2012 à 18:11:07,14,27,https://jeuxvideo.com/articles/0001/00017029-sonic-the-hedgehog-4-episode-ii-test.htm
Sonic the Hedgehog 4,PS3,14,pixelpirate,Journaliste jeuxvideo.com,2012,18 mai 2012 à 17:47:58,15.7,30,https://jeuxvideo.com/articles/0001/00017027-sonic-the-hedgehog-4-episode-ii-test.htm
Sonic the Hedgehog 4,360,14,pixelpirate,Journaliste jeuxvideo.com,2012,18 mai 2012 à 16:59:27,14.7,28,https://jeuxvideo.com/articles/0001/00017024-sonic-the-hedgehog-4-episode-ii-test.htm
Toki,Amiga,15,nuktos,Journaliste jeuxvideo.com,2012,18 mai 2012 à 16:03:16,14.3,9,https://jeuxvideo.com/articles/0001/00017068-toki-test.htm
Valkyrie no Densetsu,Wii,14,Rroyd-Y,Journaliste jeuxvideo.com,2012,18 mai 2012 à 15:07:01,12.5,2,https://jeuxvideo.com/articles/0001/00017085-valkyrie-no-densetsu-test.htm
Valkyrie no Densetsu,PC ENG,14,Rroyd-Y,Journaliste jeuxvideo.com,2012,18 mai 2012 à 14:51:42,16.5,2,https://jeuxvideo.com/articles/0001/00017079-valkyrie-no-densetsu-test.htm
Diablo 3,PC,18,pixelpirate,Journaliste jeuxvideo.com,2012,17 mai 2012 à 14:15:09,15.4,2080,https://jeuxvideo.com/articles/0001/00017020-diablo-iii-test.htm
Dear Esther,Mac,14,CptObvious,Journaliste jeuxvideo.com,2012,16 mai 2012 à 21:56:42,14,4,https://jeuxvideo.com/articles/0001/00017019-dear-esther-test.htm
Robotrek,SNES,16,Pseudo supprimé,,2012,16 mai 2012 à 15:04:26,15,1,https://jeuxvideo.com/articles/0001/00017067-robotrek-test.htm
Spellsword,iOS,17,Jihem,Journaliste jeuxvideo.com,2012,15 mai 2012 à 17:14:40,16.5,11,https://jeuxvideo.com/articles/0001/00017008-spellsword-test.htm
The Sandbox,iOS,16,jefa57,Journaliste jeuxvideo.com,2012,15 mai 2012 à 16:51:37,15.6,19,https://jeuxvideo.com/articles/0001/00017062-the-sandbox-test.htm
Max Payne 3,PS3,18,Dinowan,Journaliste jeuxvideo.com,2012,14 mai 2012 à 17:59:13,17,819,https://jeuxvideo.com/articles/0001/00017013-max-payne-3-test.htm
